,winner,gameDuration,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,t1_towerKills,t1_inhibitorKills,t1_baronKills,t1_dragonKills,t1_riftHeraldKills,t2_towerKills,t2_inhibitorKills,t2_baronKills,t2_dragonKills,t2_riftHeraldKills
37775,red,1907,blue,red,red,red,blue,nobody,2,0,0,1,0,10,2,1,1,0
37776,red,1783,red,blue,blue,red,red,red,6,1,0,0,0,7,1,1,2,1
37777,blue,1883,blue,blue,blue,nobody,blue,nobody,8,1,0,2,0,0,0,0,0,0
37778,blue,1753,blue,blue,blue,nobody,blue,nobody,11,2,0,2,0,1,0,0,0,0
37779,blue,1871,blue,blue,blue,blue,blue,blue,11,3,1,3,1,1,0,0,0,0
37780,blue,2121,red,blue,blue,blue,red,nobody,10,2,1,3,0,1,0,0,2,0
37781,red,1999,red,red,red,red,blue,nobody,1,0,0,1,0,9,2,1,2,0
37782,blue,1577,blue,red,nobody,blue,blue,nobody,4,0,1,3,0,1,0,0,0,0
37783,blue,1632,blue,blue,blue,nobody,blue,nobody,10,2,0,3,0,2,0,0,0,0
37784,blue,2102,red,red,blue,blue,red,red,8,1,2,2,0,6,0,0,2,1
37785,red,1040,red,red,red,nobody,red,red,1,0,0,0,0,8,1,0,1,1
37786,blue,1264,blue,blue,blue,nobody,blue,blue,11,3,0,1,1,0,0,0,0,0
37787,blue,2037,red,blue,blue,blue,red,nobody,10,2,1,2,0,3,0,0,1,0
37788,blue,1770,red,blue,nobody,blue,red,nobody,5,0,1,1,0,3,0,0,1,0
37789,blue,1957,blue,blue,blue,blue,blue,nobody,11,5,1,1,0,1,0,0,0,0
37790,blue,2306,blue,blue,blue,blue,blue,nobody,11,2,1,3,0,5,1,0,1,0
37791,blue,1789,blue,blue,blue,nobody,red,nobody,10,3,0,1,0,1,0,0,2,0
37792,blue,2073,blue,blue,nobody,blue,blue,blue,4,0,1,3,1,1,0,0,0,0
37793,red,3064,blue,red,blue,red,red,blue,7,1,1,2,1,9,1,2,3,0
37794,blue,1629,red,blue,blue,blue,blue,nobody,10,2,1,2,0,1,0,0,0,0
37795,blue,1637,red,blue,blue,nobody,blue,blue,10,2,0,1,1,2,0,0,0,0
37796,blue,1904,red,blue,blue,nobody,red,blue,8,1,0,1,1,5,0,0,2,0
37797,blue,2146,red,red,blue,blue,red,red,7,2,2,2,0,6,0,0,2,1
37798,blue,1838,red,red,nobody,blue,red,nobody,5,0,1,0,0,3,0,0,3,0
37799,blue,198,red,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
37800,red,2032,blue,red,red,red,red,red,2,0,0,0,0,9,2,1,3,1
37801,red,1474,red,blue,red,red,red,blue,1,0,0,0,1,10,2,1,2,0
37802,red,2921,blue,blue,blue,red,blue,blue,6,2,2,4,1,10,2,1,1,0
37803,blue,1784,blue,red,blue,blue,blue,nobody,10,2,1,2,0,1,0,0,0,0
37804,red,2904,red,red,blue,blue,red,red,7,1,2,3,0,5,0,1,2,1
37805,blue,1633,red,blue,nobody,nobody,blue,nobody,3,0,0,2,0,1,0,0,0,0
37806,blue,1565,red,blue,blue,blue,red,nobody,9,2,1,2,0,5,0,0,2,0
37807,blue,2339,red,red,red,red,blue,nobody,8,1,1,2,0,8,1,1,2,0
37808,blue,2196,blue,blue,blue,blue,red,nobody,8,1,1,2,0,3,0,0,2,0
37809,red,2258,red,blue,red,blue,blue,nobody,6,0,1,2,0,11,4,0,1,0
37810,blue,2429,red,red,red,red,blue,red,9,3,0,2,0,7,2,2,2,1
37811,blue,1425,blue,blue,blue,nobody,blue,blue,9,1,0,1,1,0,0,0,0,0
37812,red,1905,red,red,red,red,blue,blue,3,0,0,1,1,10,2,1,3,0
37813,blue,1460,red,blue,blue,nobody,blue,blue,7,1,0,2,1,1,0,0,0,0
37814,blue,1889,blue,blue,blue,blue,blue,nobody,11,3,1,3,0,5,0,0,0,0
37815,blue,2113,blue,blue,blue,blue,red,red,11,3,1,1,0,2,0,0,3,1
37816,blue,1419,blue,blue,blue,nobody,blue,nobody,11,3,0,2,0,0,0,0,0,0
37817,red,1863,red,red,red,red,red,red,2,0,0,0,0,9,1,1,4,1
37818,blue,1605,red,blue,blue,blue,blue,nobody,10,2,1,3,0,0,0,0,0,0
37819,blue,1877,blue,blue,blue,nobody,blue,nobody,11,3,0,3,0,1,0,0,0,0
37820,blue,1968,blue,blue,blue,nobody,blue,nobody,9,1,0,3,0,3,0,0,0,0
37821,red,1839,blue,red,red,red,red,nobody,0,0,0,0,0,11,4,1,4,0
37822,blue,2056,blue,blue,blue,blue,blue,blue,8,2,1,3,1,6,0,0,1,0
37823,blue,2261,blue,red,blue,blue,blue,blue,10,2,1,3,1,5,0,0,2,0
37824,blue,1678,blue,blue,blue,nobody,blue,blue,11,3,0,3,1,1,0,0,0,0
37825,blue,2082,red,blue,red,red,blue,blue,11,3,1,2,1,5,1,1,1,0
37826,red,2121,blue,red,red,red,red,nobody,5,0,0,1,0,9,2,1,3,0
37827,red,1700,red,red,red,red,red,red,2,0,0,1,0,11,2,1,1,1
37828,blue,1241,red,blue,nobody,nobody,blue,nobody,5,0,0,1,0,0,0,0,0,0
37829,blue,3001,blue,red,red,blue,red,red,10,1,1,4,0,10,4,0,1,1
37830,red,2193,red,blue,blue,red,red,blue,8,2,0,0,1,8,1,2,4,0
37831,blue,2637,blue,red,blue,blue,blue,blue,7,2,2,3,1,6,0,0,2,0
37832,red,1100,blue,red,red,nobody,red,red,1,0,0,0,0,9,2,0,2,1
37833,red,1351,red,red,red,nobody,red,red,0,0,0,0,0,10,2,0,2,1
37834,red,1224,red,red,red,nobody,red,nobody,0,0,0,0,0,9,2,0,1,0
37835,red,1968,blue,blue,red,red,red,nobody,4,0,0,0,0,10,2,1,2,0
37836,blue,1962,red,blue,blue,blue,red,blue,8,1,1,3,1,3,0,0,1,0
37837,red,1994,blue,red,red,red,blue,blue,3,0,0,1,1,11,3,1,2,0
37838,red,1887,blue,red,red,red,red,nobody,0,0,0,0,0,11,4,1,3,0
37839,blue,2141,blue,red,blue,blue,blue,nobody,9,2,1,1,0,3,0,1,1,0
37840,blue,1388,blue,blue,blue,blue,blue,blue,11,3,1,2,1,0,0,0,0,0
37841,blue,1798,red,red,blue,blue,blue,nobody,10,2,1,3,0,4,0,0,0,0
37842,blue,2597,red,red,blue,red,blue,nobody,11,3,0,2,0,6,0,2,2,0
37843,red,1512,red,red,red,red,red,nobody,0,0,0,0,0,9,1,1,2,0
37844,red,2667,blue,red,blue,red,red,red,5,2,0,2,0,11,3,2,3,1
37845,red,1495,red,blue,nobody,red,blue,nobody,2,0,0,1,0,5,0,1,1,0
37846,blue,1703,blue,blue,blue,nobody,blue,nobody,10,3,0,4,0,0,0,0,0,0
37847,red,1716,red,blue,red,red,red,nobody,2,0,0,0,0,11,3,1,2,0
37848,red,2106,red,red,red,red,red,blue,1,0,0,0,1,10,2,1,4,0
37849,blue,1966,blue,blue,blue,blue,blue,nobody,11,3,1,3,0,0,0,0,0,0
37850,blue,1423,blue,blue,blue,blue,blue,blue,10,2,1,3,1,1,0,0,0,0
37851,blue,2548,blue,red,blue,blue,blue,nobody,9,2,2,4,0,8,1,0,1,0
37852,red,1551,red,red,red,red,blue,red,0,0,0,1,0,11,3,1,2,1
37853,red,1667,blue,red,red,red,red,red,1,0,0,0,0,11,3,1,3,1
37854,blue,1351,blue,blue,blue,nobody,blue,blue,6,1,0,2,1,3,0,0,0,0
37855,red,1646,red,blue,red,red,blue,red,3,0,0,3,0,7,1,1,0,1
37856,blue,1517,blue,blue,blue,blue,blue,blue,11,3,1,2,1,2,0,0,0,0
37857,red,2184,blue,blue,red,red,red,nobody,6,1,0,0,0,7,1,1,2,0
37858,red,1961,blue,red,red,nobody,red,blue,4,0,0,0,1,11,2,0,4,0
37859,blue,1250,blue,blue,blue,nobody,red,blue,10,1,0,0,1,0,0,0,1,0
37860,blue,1862,blue,blue,blue,nobody,blue,blue,11,3,0,3,1,0,0,0,0,0
37861,red,1378,red,red,red,red,red,nobody,5,0,0,0,0,5,1,1,1,0
37862,red,1300,blue,red,red,nobody,nobody,nobody,0,0,0,0,0,8,1,0,0,0
37863,red,679,red,red,red,nobody,nobody,nobody,0,0,0,0,0,8,2,0,0,0
37864,blue,1024,blue,blue,blue,nobody,blue,blue,7,1,0,1,1,1,0,0,0,0
37865,red,1548,blue,red,red,nobody,red,nobody,0,0,0,0,0,11,2,0,2,0
37866,blue,1670,blue,blue,blue,blue,blue,nobody,10,2,1,3,0,0,0,0,0,0
37867,red,1506,red,red,red,red,red,red,0,0,0,0,0,11,3,1,2,1
37868,blue,1181,red,blue,blue,nobody,blue,nobody,8,1,0,1,0,0,0,0,0,0
37869,red,2192,blue,red,blue,blue,red,nobody,8,1,1,3,0,7,1,1,1,0
37870,blue,1420,red,blue,nobody,nobody,blue,blue,5,0,0,2,1,1,0,0,0,0
37871,red,2030,red,red,red,nobody,red,nobody,2,0,0,1,0,11,4,0,3,0
37872,red,2479,blue,blue,red,red,red,nobody,4,0,0,1,0,6,1,1,3,0
37873,red,2029,red,red,red,blue,blue,red,3,0,1,1,0,7,2,0,2,1
37874,blue,1527,red,blue,nobody,nobody,red,nobody,2,0,0,1,0,0,0,0,1,0
37875,red,1478,red,red,red,red,red,red,0,0,0,1,0,11,2,1,2,1
37876,red,2067,red,red,red,red,red,nobody,2,0,0,0,0,11,3,1,3,0
37877,red,2470,red,red,red,blue,blue,nobody,3,0,1,2,0,9,2,0,1,0
37878,blue,2386,blue,blue,red,blue,red,blue,8,1,1,3,1,5,1,0,1,0
37879,red,2470,red,red,red,red,red,red,3,0,1,0,0,11,3,2,5,1
37880,blue,1547,red,blue,blue,blue,blue,blue,9,2,1,2,1,1,0,0,0,0
37881,red,1962,red,blue,red,nobody,blue,nobody,1,0,0,1,0,10,2,0,2,0
37882,blue,3198,blue,blue,red,red,red,nobody,7,1,1,2,0,7,1,1,4,0
37883,blue,2412,red,red,blue,red,red,nobody,11,4,0,3,0,4,0,1,1,0
37884,blue,2092,blue,blue,blue,blue,blue,blue,10,2,1,2,1,2,0,0,1,0
37885,blue,1944,red,blue,blue,nobody,blue,nobody,10,2,0,1,0,0,0,0,0,0
37886,red,2037,red,blue,blue,red,red,nobody,4,1,0,2,0,8,1,1,2,0
37887,red,2082,blue,red,red,red,red,nobody,3,0,0,0,0,11,3,2,3,0
37888,red,2119,red,red,red,red,red,red,1,0,0,0,0,11,4,1,2,1
37889,red,198,blue,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
37890,red,200,nobody,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
37891,blue,2504,red,blue,blue,blue,blue,nobody,10,2,1,3,0,7,0,0,2,0
37892,red,2743,blue,blue,red,red,blue,blue,5,0,0,3,1,11,4,2,2,0
37893,blue,1060,blue,blue,nobody,nobody,blue,blue,3,0,0,1,1,0,0,0,0,0
37894,blue,2571,blue,red,blue,red,blue,red,11,4,1,4,0,5,1,1,1,1
37895,red,1920,blue,blue,red,red,blue,blue,5,0,0,1,1,7,1,1,2,0
37896,blue,1762,red,red,blue,blue,red,nobody,10,2,1,2,0,4,0,0,1,0
37897,red,2232,red,red,red,red,red,nobody,3,0,0,0,0,10,4,1,4,0
37898,blue,2039,red,red,red,red,red,red,7,1,1,1,0,9,5,1,2,1
37899,red,1832,red,red,red,nobody,red,red,2,0,0,1,0,9,1,0,2,1
37900,blue,2024,red,blue,blue,blue,blue,nobody,10,3,1,4,0,1,0,0,0,0
37901,red,1340,blue,red,red,nobody,red,nobody,0,0,0,0,0,9,1,0,2,0
37902,red,1554,red,red,red,red,red,red,2,0,0,1,0,9,1,1,2,1
37903,blue,1440,blue,blue,blue,nobody,blue,nobody,7,2,0,2,0,0,0,0,0,0
37904,blue,196,nobody,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
37905,red,1608,blue,red,red,nobody,red,blue,0,0,0,0,1,7,1,0,1,0
37906,red,2066,blue,blue,red,nobody,red,nobody,4,0,0,0,0,9,1,0,3,0
37907,red,1676,red,red,red,red,red,red,2,0,0,0,0,9,1,1,2,1
37908,red,1134,red,red,nobody,nobody,red,nobody,0,0,0,0,0,5,0,0,1,0
37909,red,1359,red,red,red,red,red,red,1,0,0,0,0,10,2,1,2,1
37910,blue,199,blue,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
37911,blue,1489,blue,blue,blue,nobody,blue,red,10,2,0,2,0,1,0,0,0,1
37912,red,1630,red,red,red,nobody,red,nobody,1,0,0,0,0,11,3,0,3,0
37913,red,2064,red,red,red,nobody,red,nobody,2,0,0,0,0,9,3,0,3,0
37914,blue,1703,red,blue,blue,nobody,blue,nobody,7,1,0,1,0,1,0,0,0,0
37915,red,1909,red,red,red,red,blue,red,0,0,0,1,0,9,1,1,3,1
37916,red,1187,red,red,red,nobody,red,red,0,0,0,0,0,9,2,0,1,1
37917,blue,1633,red,blue,blue,blue,red,nobody,11,3,1,1,0,0,0,0,1,0
37918,blue,1912,red,blue,blue,blue,blue,nobody,9,2,1,2,0,0,0,0,0,0
37919,blue,2042,blue,red,blue,blue,red,blue,9,1,2,1,1,5,0,0,1,0
37920,red,2169,blue,red,red,red,red,nobody,3,0,0,2,0,9,1,1,2,0
37921,red,2521,blue,blue,red,red,red,blue,4,0,0,2,1,11,3,2,2,0
37922,blue,1820,blue,blue,blue,blue,blue,blue,11,2,1,1,1,4,0,0,2,0
37923,red,3107,blue,blue,blue,red,blue,nobody,8,2,1,5,0,8,2,1,1,0
37924,blue,203,red,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
37925,red,1413,red,red,nobody,nobody,red,red,1,0,0,0,0,5,0,0,3,1
37926,blue,2263,red,red,blue,blue,blue,nobody,9,2,1,3,0,7,1,0,1,0
37927,blue,1970,red,blue,blue,blue,blue,nobody,10,1,1,4,0,3,0,0,0,0
37928,blue,1743,blue,blue,blue,red,blue,nobody,8,1,0,4,0,1,0,1,0,0
37929,red,1804,red,red,red,nobody,red,nobody,0,0,0,0,0,10,2,0,1,0
37930,red,1963,blue,blue,red,nobody,red,red,3,0,0,0,0,10,3,0,3,1
37931,blue,1730,blue,red,blue,blue,red,red,7,1,1,2,0,5,0,0,1,1
37932,blue,1627,blue,red,nobody,nobody,blue,nobody,6,0,0,1,0,2,0,0,0,0
37933,red,1522,red,red,red,red,red,red,3,0,0,0,0,8,1,1,3,1
37934,red,2931,blue,blue,red,blue,red,nobody,5,0,1,1,0,11,6,2,3,0
37935,blue,1879,blue,blue,blue,blue,red,nobody,11,4,1,2,0,2,0,0,1,0
37936,blue,2049,blue,blue,blue,blue,blue,blue,11,2,1,3,1,1,0,0,1,0
37937,blue,1990,blue,blue,blue,nobody,blue,blue,11,3,0,3,1,4,0,0,1,0
37938,blue,3219,blue,red,red,red,red,blue,9,3,0,1,1,7,1,1,4,0
37939,red,1003,red,red,nobody,nobody,red,nobody,0,0,0,0,0,7,0,0,1,0
37940,blue,1673,blue,blue,blue,blue,blue,blue,10,3,1,4,1,1,0,0,0,0
37941,blue,2009,blue,blue,blue,nobody,blue,nobody,10,2,0,3,0,0,0,0,0,0
37942,blue,1686,red,blue,blue,blue,blue,blue,10,2,1,2,1,0,0,0,0,0
37943,blue,1806,blue,blue,blue,nobody,red,blue,9,2,0,2,1,2,0,0,1,0
37944,blue,1437,blue,blue,blue,nobody,blue,blue,9,1,0,2,1,0,0,0,0,0
37945,red,1975,red,red,red,red,red,nobody,4,0,0,1,0,9,2,1,2,0
37946,red,2044,blue,red,red,red,blue,nobody,5,0,0,2,0,9,2,1,2,0
37947,red,1848,blue,blue,red,red,red,nobody,3,0,0,0,0,10,2,1,2,0
37948,red,1398,blue,blue,nobody,nobody,red,red,2,0,0,0,0,6,0,0,2,1
37949,blue,2035,blue,blue,blue,blue,red,red,11,2,1,2,0,4,0,0,1,1
37950,blue,1170,blue,blue,blue,nobody,blue,blue,8,1,0,2,1,1,0,0,0,0
37951,blue,2129,blue,red,blue,nobody,blue,nobody,10,2,0,2,0,2,0,0,1,0
37952,blue,1542,blue,blue,blue,blue,blue,blue,10,2,1,3,1,0,0,0,0,0
37953,red,1916,red,red,red,nobody,red,nobody,3,0,0,0,0,11,3,0,2,0
37954,red,2557,red,red,red,blue,red,nobody,5,0,1,1,0,8,2,0,5,0
37955,blue,2325,red,blue,blue,blue,red,red,11,3,1,4,0,3,0,0,1,1
37956,blue,1885,blue,blue,red,blue,red,nobody,8,1,1,2,0,5,1,0,1,0
37957,red,1527,red,red,red,red,blue,nobody,1,0,0,1,0,8,1,1,2,0
37958,red,1687,blue,red,red,red,red,nobody,1,0,0,0,0,9,1,1,3,0
37959,blue,1711,blue,blue,blue,blue,blue,blue,11,3,1,3,1,0,0,0,0,0
37960,blue,1082,blue,blue,nobody,nobody,blue,nobody,2,0,0,1,0,0,0,0,0,0
37961,red,947,red,red,red,nobody,red,red,0,0,0,0,0,6,1,0,1,1
37962,red,3007,red,blue,red,red,blue,nobody,6,0,0,1,0,10,3,1,2,0
37963,blue,1484,blue,red,blue,blue,blue,blue,11,3,1,2,1,1,0,0,0,0
37964,blue,2512,red,blue,blue,red,blue,blue,9,2,1,5,1,6,0,2,0,0
37965,red,1685,blue,red,red,nobody,blue,red,1,0,0,2,0,7,2,0,1,1
37966,blue,1749,blue,blue,blue,blue,blue,nobody,11,3,1,3,0,2,0,0,0,0
37967,red,1813,red,red,red,nobody,blue,blue,2,0,0,1,1,9,2,0,1,0
37968,blue,1624,red,blue,blue,blue,blue,red,9,2,1,2,0,1,0,0,1,1
37969,red,1655,red,red,red,nobody,red,red,3,0,0,0,0,10,2,0,1,1
37970,red,2120,red,blue,red,nobody,red,nobody,2,0,0,0,0,11,3,0,4,0
37971,blue,1712,red,blue,blue,blue,blue,blue,9,2,1,3,1,5,1,0,0,0
37972,blue,1224,red,blue,nobody,nobody,blue,nobody,5,0,0,2,0,1,0,0,0,0
37973,red,949,red,red,nobody,nobody,red,nobody,0,0,0,0,0,3,0,0,1,0
37974,blue,2082,red,blue,blue,blue,blue,blue,11,4,2,2,1,3,0,0,0,0
37975,blue,1783,blue,red,blue,blue,blue,nobody,9,2,1,3,0,5,0,0,0,0
37976,red,2098,red,red,red,red,red,red,2,0,0,0,0,11,3,1,3,1
37977,blue,2379,blue,red,blue,red,red,nobody,9,1,1,1,0,6,0,1,3,0
37978,blue,2221,red,red,blue,blue,red,blue,7,1,1,1,1,4,0,0,2,0
37979,blue,1862,blue,red,blue,blue,red,red,10,2,1,2,0,5,0,0,1,1
37980,red,1281,red,red,nobody,nobody,blue,red,0,0,0,2,0,3,0,0,1,1
37981,red,2099,blue,red,red,blue,blue,blue,6,0,1,2,1,10,2,1,1,0
37982,red,1685,red,blue,red,nobody,red,blue,5,0,0,0,1,10,2,0,3,0
37983,blue,1605,blue,blue,blue,blue,blue,nobody,11,2,1,3,0,0,0,0,0,0
37984,red,1370,red,red,red,red,red,nobody,1,0,0,0,0,10,2,1,3,0
37985,blue,1522,red,blue,blue,nobody,nobody,nobody,8,1,0,0,0,1,0,0,0,0
37986,red,2248,red,red,red,blue,red,red,2,0,1,0,0,11,4,1,4,1
37987,red,1391,red,red,nobody,nobody,red,nobody,0,0,0,0,0,4,0,0,1,0
37988,blue,2295,blue,blue,blue,blue,red,nobody,11,4,2,1,0,3,0,0,2,0
37989,blue,1390,red,blue,blue,nobody,blue,nobody,6,1,0,2,0,0,0,0,0,0
37990,red,1711,red,red,red,red,red,red,3,0,0,0,0,10,2,1,2,1
37991,red,1615,blue,blue,red,nobody,red,nobody,2,0,0,0,0,9,1,0,3,0
37992,blue,2415,red,blue,blue,blue,blue,nobody,10,3,1,4,0,3,0,0,0,0
37993,blue,1983,blue,blue,nobody,nobody,red,nobody,6,0,0,1,0,1,0,0,2,0
37994,red,1934,blue,red,red,red,red,red,1,0,0,0,0,11,2,1,3,1
37995,blue,1948,blue,red,blue,blue,blue,blue,9,1,1,2,1,2,0,0,1,0
37996,blue,214,blue,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
37997,red,1717,red,red,red,blue,red,red,2,0,1,2,0,9,1,0,2,1
37998,red,2558,blue,red,red,blue,red,red,7,1,1,2,0,10,3,0,2,1
37999,red,1472,red,red,red,nobody,red,nobody,0,0,0,0,0,11,3,0,2,0
38000,blue,1844,blue,blue,blue,nobody,red,blue,8,2,0,0,1,2,0,0,1,0
38001,blue,1934,blue,blue,blue,blue,red,nobody,7,1,1,0,0,2,0,0,2,0
38002,blue,2592,blue,blue,blue,red,red,red,7,2,0,3,0,3,0,1,2,1
38003,blue,1139,blue,blue,blue,nobody,nobody,nobody,8,2,0,0,0,1,0,0,0,0
38004,red,1699,red,blue,red,red,red,blue,2,0,0,0,1,11,3,1,3,0
38005,blue,1521,blue,blue,blue,nobody,blue,nobody,10,1,0,2,0,1,0,0,0,0
38006,blue,1489,blue,blue,blue,nobody,blue,blue,7,1,0,3,1,1,0,0,0,0
38007,blue,1686,blue,blue,blue,nobody,blue,blue,8,1,0,2,1,1,0,0,0,0
38008,blue,2232,blue,red,blue,blue,blue,red,9,3,1,2,0,4,0,1,2,1
38009,red,2563,red,blue,red,blue,red,nobody,10,1,1,1,0,7,2,0,4,0
38010,red,3006,red,red,blue,red,blue,red,7,1,1,5,0,11,2,1,0,1
38011,blue,1607,blue,blue,blue,blue,blue,nobody,8,1,1,2,0,0,0,0,0,0
38012,blue,2303,blue,red,blue,red,red,nobody,7,1,0,1,0,4,0,1,3,0
38013,blue,1634,red,blue,blue,blue,blue,blue,9,1,1,3,1,1,0,0,0,0
38014,blue,2126,blue,red,blue,blue,blue,nobody,10,2,1,4,0,4,0,0,0,0
38015,blue,2240,blue,blue,blue,blue,red,nobody,4,1,2,0,0,5,0,0,4,0
38016,blue,2898,blue,red,blue,red,red,nobody,10,3,0,2,0,5,1,2,2,0
38017,blue,2242,red,blue,blue,red,blue,nobody,10,3,0,3,0,1,0,1,1,0
38018,red,1854,blue,red,red,nobody,red,nobody,1,0,0,0,0,9,1,0,3,0
38019,red,1398,red,red,red,red,red,red,0,0,0,0,0,9,1,1,2,1
38020,blue,2257,blue,blue,blue,blue,blue,blue,7,1,1,1,1,6,0,0,2,0
38021,blue,1404,red,red,blue,blue,blue,blue,9,1,1,2,1,2,0,0,0,0
38022,blue,2061,blue,red,blue,nobody,red,blue,9,2,0,1,1,3,0,0,3,0
38023,red,2138,blue,blue,red,red,red,nobody,6,0,0,1,0,10,4,2,2,0
38024,blue,1408,blue,blue,nobody,nobody,blue,nobody,5,0,0,1,0,1,0,0,0,0
38025,red,2135,blue,red,blue,red,blue,blue,6,1,0,2,1,8,1,1,2,0
38026,red,1715,red,red,red,nobody,blue,red,3,0,0,1,0,8,1,0,2,1
38027,red,193,red,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
38028,red,1436,red,red,red,red,red,red,0,0,0,0,0,6,1,1,3,1
38029,blue,2224,red,red,blue,red,blue,nobody,10,2,0,3,0,2,0,1,0,0
38030,red,1343,red,red,nobody,nobody,red,nobody,0,0,0,0,0,6,0,0,1,0
38031,red,1701,red,red,red,red,red,red,1,0,0,0,0,11,3,1,3,1
38032,blue,1839,blue,blue,blue,nobody,blue,blue,9,1,0,2,1,1,0,0,0,0
38033,red,1704,red,red,red,red,red,red,2,0,0,0,0,9,2,1,3,1
38034,red,1898,red,red,red,nobody,red,nobody,0,0,0,0,0,10,1,0,3,0
38035,blue,1706,red,blue,blue,blue,blue,nobody,11,2,1,2,0,2,0,0,0,0
38036,red,2117,blue,blue,red,red,blue,blue,5,0,0,2,1,8,1,1,2,0
38037,blue,2388,red,red,blue,blue,red,blue,9,3,3,3,1,5,0,0,2,0
38038,blue,1855,red,blue,blue,nobody,blue,nobody,10,2,0,3,0,1,0,0,0,0
38039,blue,2359,blue,blue,blue,blue,red,nobody,10,2,2,2,0,6,0,0,2,0
38040,red,2618,blue,red,red,red,red,blue,6,0,0,0,1,8,1,1,3,0
38041,blue,2680,blue,red,blue,blue,red,blue,9,3,1,2,1,6,0,1,3,0
38042,blue,1818,red,blue,blue,blue,red,nobody,11,2,1,2,0,0,0,0,1,0
38043,red,1867,blue,red,nobody,blue,red,blue,3,0,1,0,1,6,0,0,4,0
38044,red,2043,red,blue,red,blue,red,nobody,6,0,1,0,0,9,2,0,3,0
38045,blue,1512,red,blue,blue,blue,blue,nobody,8,1,1,2,0,3,0,0,0,0
38046,blue,1864,red,red,blue,blue,red,nobody,7,1,1,1,0,3,0,0,1,0
38047,red,3111,blue,blue,blue,blue,red,blue,7,2,2,0,1,10,4,0,4,0
38048,blue,1545,blue,blue,blue,nobody,blue,blue,10,1,0,3,1,0,0,0,0,0
38049,blue,1875,blue,blue,blue,red,blue,nobody,9,2,0,2,0,4,0,1,1,0
38050,blue,2210,blue,blue,blue,blue,red,red,9,2,1,0,0,7,1,0,3,1
38051,red,1520,red,red,red,nobody,red,nobody,1,0,0,1,0,10,2,0,2,0
38052,red,2162,red,blue,red,blue,red,red,5,0,1,0,0,9,1,0,3,1
38053,blue,1762,blue,red,blue,nobody,red,nobody,7,1,0,0,0,2,0,0,2,0
38054,blue,2225,blue,blue,red,red,blue,nobody,9,2,1,3,0,6,1,1,0,0
38055,red,2369,red,red,red,red,red,nobody,8,1,0,0,0,9,2,1,4,0
38056,blue,1359,red,blue,nobody,nobody,blue,nobody,7,0,0,2,0,0,0,0,0,0
38057,red,2056,blue,blue,red,red,red,red,4,0,0,1,0,5,1,1,3,1
38058,blue,2039,blue,blue,blue,nobody,red,nobody,10,2,0,1,0,2,0,0,2,0
38059,red,2614,blue,blue,blue,blue,red,blue,8,1,1,1,1,7,1,1,3,0
38060,red,1839,blue,blue,red,blue,red,red,2,0,1,0,0,9,3,0,3,1
38061,red,2462,blue,red,red,red,blue,nobody,5,0,0,2,0,10,2,1,1,0
38062,blue,1649,blue,blue,blue,nobody,blue,blue,11,3,0,1,1,1,0,0,1,0
38063,red,1715,blue,blue,red,nobody,blue,nobody,3,0,0,1,0,7,1,0,1,0
38064,blue,1953,red,blue,blue,nobody,blue,nobody,10,2,0,3,0,0,0,0,0,0
38065,red,1475,red,red,red,red,red,red,1,0,0,0,0,11,3,1,1,1
38066,blue,2377,blue,blue,blue,red,blue,blue,9,3,0,5,1,3,0,1,0,0
38067,blue,1754,red,blue,blue,nobody,red,nobody,11,3,0,1,0,3,0,0,2,0
38068,red,1165,red,red,nobody,nobody,nobody,nobody,2,0,0,0,0,4,0,0,0,0
38069,blue,1696,red,blue,blue,nobody,red,nobody,10,2,0,0,0,0,0,0,2,0
38070,red,1537,red,red,red,red,red,red,1,0,0,0,0,9,2,1,1,1
38071,red,2203,red,red,red,red,red,red,2,0,0,0,0,11,3,2,4,1
38072,blue,1747,blue,red,blue,blue,red,red,10,2,1,0,0,2,0,0,3,1
38073,blue,1634,blue,blue,blue,blue,blue,blue,10,1,1,2,1,1,0,0,0,0
38074,red,1910,blue,red,red,red,red,red,3,0,0,0,0,10,2,1,2,1
38075,red,1895,red,red,red,red,red,red,1,0,0,0,0,10,4,1,3,1
38076,blue,1739,red,blue,blue,blue,blue,nobody,11,3,1,3,0,0,0,0,0,0
38077,red,2062,red,red,red,red,red,nobody,4,0,0,0,0,9,1,1,3,0
38078,blue,1599,red,blue,blue,blue,blue,red,7,1,1,2,0,5,0,0,0,1
38079,red,1504,blue,red,red,red,red,nobody,3,0,0,0,0,10,2,1,2,0
38080,red,2237,red,blue,red,blue,blue,nobody,6,1,1,2,0,7,1,0,2,0
